x,y,value
2,58,11
2,59,12
2,60,13
2,61,14
2,62,15
2,63,16
3,0,3
3,1,2
3,2,1
3,3,0
3,4,1
3,5,2
3,6,3
3,7,4
3,8,4
3,9,3
3,10,2
3,11,1
3,12,10
3,13,9
3,14,8
3,15,5
3,16,5
3,17,4
3,18,7
3,19,12
3,20,13
3,21,14
3,22,7
3,23,6
3,24,6
3,25,5
3,26,6
3,27,17
3,28,18
3,29,19
3,30,8
3,31,7
3,32,7
3,33,18
3,34,7
3,35,16
3,36,15
3,37,20
3,38,19
3,39,8
3,40,8
3,41,9
3,42,8
3,43,13
3,44,14
3,45,31
3,46,18
3,47,9
3,48,9
3,49,10
3,50,11
3,51,12
3,52,15
3,53,16
3,54,17
3,55,10
3,56,10
3,57,11
3,58,12
3,59,13
3,60,14
3,61,13
3,62,12
3,63,11
4,0,4
4,1,3
4,2,2
4,3,1
4,4,0
4,5,1
4,6,2
4,7,3
4,8,5
4,9,8
4,10,9
4,11,10
4,12,1
4,13,2
4,14,3
4,15,4
4,16,6
4,17,7
4,18,14
4,19,13
4,20,12
4,21,7
4,22,4
4,23,5
4,24,7
4,25,8
4,26,19
4,27,18
4,28,17
4,29,6
4,30,5
4,31,6
4,32,8
4,33,19
4,34,20
4,35,15
4,36,16
4,37,7
4,38,18
4,39,7
4,40,9
4,41,18
4,42,31
4,43,14
4,44,13
4,45,8
4,46,9
4,47,8
4,48,10
4,49,17
4,50,16
4,51,15
4,52,12
4,53,11
4,54,10
4,55,9
4,56,11
4,57,12
4,58,13
4,59,14
4,60,13
4,61,12
4,62,11
4,63,10
5,0,5
5,1,4
5,2,3
5,3,2
5,4,1
5,5,0
5,6,1
5,7,2
5,8,6
5,9,9
5,10,10
5,11,9
5,12,2
5,13,1
5,14,2
5,15,3
5,16,7
5,17,8
5,18,13
5,19,12
5,20,11
5,21,6
5,22,3
5,23,4
5,24,8
5,25,9
5,26,18
5,27,19
5,28,18
5,29,7
5,30,4
5,31,5
5,32,19
5,33,28
5,34,19
5,35,16
5,36,17
5,37,8
5,38,5
5,39,6
5,40,18
5,41,35
5,42,32
5,43,15
5,44,14
5,45,9
5,46,6
5,47,7
5,48,17
5,49,34
5,50,33
5,51,32
5,52,11
5,53,10
5,54,11
5,55,8
5,56,16
5,57,15
5,58,14
5,59,13
5,60,12
5,61,11
5,62,10
5,63,9
6,0,6
6,1,5
6,2,4
6,3,3
6,4,2
6,5,1
6,6,0
6,7,1
6,8,7
6,9,12
6,10,9
6,11,8
6,12,3
6,13,2
6,14,1
6,15,2
6,16,8
6,17,7
6,18,6
6,19,5
6,20,4
6,21,3
6,22,4
6,23,3
6,24,9
6,25,8
6,26,17
6,27,20
6,28,19
6,29,6
6,30,5
6,31,4
6,32,10
6,33,29
6,34,18
6,35,17
6,36,18
6,37,7
6,38,6
6,39,5
6,40,11
6,41,34
6,42,31
6,43,16
6,44,15
6,45,8
6,46,7
6,47,6
6,48,12
6,49,33
6,50,32
6,51,31
6,52,10
6,53,9
6,54,12
6,55,7
6,56,13
6,57,14
6,58,13
6,59,12
6,60,11
6,61,10
6,62,9
6,63,8
7,0,7
7,1,6
7,2,5
7,3,4
7,4,3
7,5,2
7,6,1
7,7,0
7,8,8
7,9,13
7,10,8
7,11,7
7,12,4
7,13,3
7,14,2
7,15,1
7,16,9
7,17,8
7,18,7
7,19,6
7,20,5
7,21,4
7,22,3
7,23,2
7,24,10
7,25,9
7,26,16
7,27,19
7,28,20
7,29,5
7,30,4
7,31,3
7,32,11
7,33,30
7,34,17
7,35,18
7,36,19
7,37,6
7,38,7
7,39,4
7,40,12
7,41,33
7,42,32
7,43,17
7,44,16
7,45,7
7,46,8
7,47,5
7,48,13
7,49,34
7,50,33
7,51,30
7,52,9
7,53,8
7,54,13
7,55,6
7,56,14
7,57,13
7,58,12
7,59,11
7,60,10
7,61,9
7,62,8
7,63,7
8,0,1
8,1,2
8,2,3
8,3,4
8,4,5
8,5,6
8,6,7
8,7,8
8,8,0
8,9,1
8,10,4
8,11,5
8,12,6
8,13,7
8,14,12
8,15,9
8,16,1
8,17,2
8,18,3
8,19,6
8,20,7
8,21,8
8,22,9
8,23,10
8,24,2
8,25,3
8,26,4
8,27,19
8,28,18
8,29,15
8,30,10
8,31,11
8,32,3
8,33,8
8,34,5
8,35,20
8,36,17
8,37,16
8,38,31
8,39,12
8,40,4
8,41,9
8,42,6
8,43,17
8,44,18
8,45,31
8,46,32
8,47,13
8,48,5
8,49,12
8,50,7
8,51,8
8,52,29
8,53,34
8,54,33
8,55,14
8,56,6
8,57,7
8,58,8
8,59,9
8,60,10
8,61,11
8,62,12
8,63,13
9,0,10
9,1,9
9,2,8
9,3,7
9,4,6
9,5,5
9,6,20
9,7,19
9,8,9
9,9,0
9,10,1
9,11,2
9,12,3
9,13,4
9,14,7
9,15,18
9,16,8
9,17,1
9,18,2
9,19,3
9,20,4
9,21,5
9,22,6
9,23,17
9,24,7
9,25,2
9,26,3
9,27,6
9,28,5
9,29,10
9,30,7
9,31,8
9,32,6
9,33,3
9,34,4
9,35,5
9,36,8
9,37,9
9,38,10
9,39,9
9,40,5
9,41,4
9,42,5
9,43,10
9,44,9
9,45,18
9,46,17
9,47,10
9,48,20
9,49,7
9,50,6
9,51,7
9,52,10
9,53,17
9,54,16
9,55,11
9,56,19
9,57,18
9,58,17
9,59,8
9,60,9
9,61,10
9,62,11
9,63,12
10,0,9
10,1,8
10,2,1
10,3,2
10,4,3
10,5,4
10,6,5
10,7,6
10,8,10
10,9,1
10,10,0
10,11,1
10,12,2
10,13,3
10,14,6
10,15,7
10,16,9
10,17,2
10,18,1
10,19,2
10,20,3
10,21,4
10,22,5
10,23,8
10,24,8
10,25,3
10,26,4
10,27,5
10,28,4
10,29,9
10,30,6
10,31,7
10,32,7
10,33,4
10,34,5
10,35,6
10,36,7
10,37,10
10,38,11
10,39,8
10,40,6
10,41,5
10,42,6
10,43,11
10,44,8
10,45,17
10,46,16
10,47,9
10,48,19
10,49,8
10,50,9
10,51,10
10,52,9
10,53,18
10,54,15
10,55,10
10,56,18
10,57,17
10,58,16
10,59,15
10,60,10
10,61,11
10,62,12
10,63,11
11,0,4
11,1,3
11,2,2
11,3,1
11,4,2
11,5,3
11,6,4
11,7,5
11,8,5
11,9,2
11,10,1
11,11,0
11,12,1
11,13,2
11,14,5
11,15,6
11,16,10
11,17,3
11,18,8
11,19,1
11,20,2
11,21,3
11,22,6
11,23,7
11,24,29
11,25,4
11,26,5
11,27,4
11,28,3
11,29,8
11,30,7
11,31,8
11,32,16
11,33,15
11,34,6
11,35,5
11,36,6
11,37,9
11,38,20
11,39,9
11,40,17
11,41,8
11,42,7
11,43,12
11,44,7
11,45,16
11,46,15
11,47,10
11,48,18
11,49,9
11,50,10
11,51,11
11,52,8
11,53,17
11,54,14
11,55,11
11,56,19
11,57,20
11,58,35
11,59,14
11,60,9
11,61,10
11,62,11
11,63,12
12,0,5
12,1,4
12,2,3
12,3,2
12,4,1
12,5,2
12,6,3
12,7,4
12,8,6
12,9,5
12,10,2
12,11,1
12,12,0
12,13,1
12,14,2
12,15,5
12,16,7
12,17,6
12,18,3
12,19,2
12,20,1
12,21,8
12,22,3
12,23,10
12,24,8
12,25,7
12,26,8
12,27,3
12,28,4
12,29,5
12,30,4
12,31,29
12,32,9
12,33,20
12,34,9
12,35,6
12,36,5
12,37,6
12,38,15
12,39,16
12,40,10
12,41,15
12,42,16
12,43,7
12,44,12
12,45,7
12,46,8
12,47,17
12,48,11
12,49,14
12,50,17
12,51,8
12,52,11
12,53,10
12,54,9
12,55,18
12,56,12
12,57,11
12,58,10
12,59,9
12,60,14
12,61,35
12,62,20
12,63,19
13,0,6
13,1,5
13,2,4
13,3,3
13,4,2
13,5,1
13,6,8
13,7,9
13,8,7
13,9,6
13,10,3
13,11,2
13,12,1
13,13,0
13,14,1
13,15,10
13,16,8
13,17,5
13,18,4
13,19,3
13,20,2
13,21,1
13,22,2
13,23,9
13,24,7
13,25,6
13,26,9
13,27,4
13,28,5
13,29,4
13,30,3
13,31,8
13,32,8
13,33,11
13,34,10
13,35,7
13,36,6
13,37,5
13,38,4
13,39,7
13,40,9
13,41,16
13,42,17
13,43,8
13,44,11
13,45,6
13,46,5
13,47,6
13,48,10
13,49,15
13,50,18
13,51,9
13,52,10
13,53,9
13,54,8
13,55,19
13,56,11
13,57,12
13,58,11
13,59,10
13,60,15
13,61,16
13,62,17
13,63,18
14,0,19
14,1,20
14,2,5
14,3,6
14,4,7
14,5,8
14,6,9
14,7,10
14,8,18
14,9,7
14,10,4
14,11,3
14,12,2
14,13,1
14,14,0
14,15,9
14,16,17
14,17,6
14,18,5
14,19,4
14,20,3
14,21,2
14,22,1
14,23,8
14,24,8
14,25,7
14,26,10
14,27,5
14,28,6
14,29,3
14,30,2
14,31,7
14,32,9
14,33,10
14,34,9
14,35,8
14,36,5
14,37,4
14,38,3
14,39,6
14,40,10
14,41,17
14,42,18
14,43,9
14,44,10
14,45,5
14,46,4
14,47,5
14,48,11
14,49,16
14,50,17
14,51,10
14,52,7
14,53,6
14,54,7
14,55,20
14,56,12
14,57,11
14,58,10
14,59,9
14,60,8
14,61,17
14,62,18
14,63,19
15,0,8
15,1,7
15,2,6
15,3,5
15,4,4
15,5,3
15,6,2
15,7,1
15,8,9
15,9,12
15,10,7
15,11,6
15,12,5
15,13,4
15,14,1
15,15,0
15,16,10
15,17,9
15,18,8
15,19,7
15,20,6
15,21,3
15,22,2
15,23,1
15,24,11
15,25,10
15,26,15
15,27,18
15,28,19
15,29,4
15,30,3
15,31,2
15,32,12
15,33,31
15,34,16
15,35,17
15,36,20
15,37,5
15,38,8
15,39,3
15,40,13
15,41,32
15,42,31
15,43,18
15,44,17
15,45,6
15,46,9
15,47,4
15,48,14
15,49,33
15,50,34
15,51,29
15,52,8
15,53,7
15,54,12
15,55,5
15,56,13
15,57,12
15,58,11
15,59,10
15,60,9
15,61,8
15,62,7
15,63,6
16,0,2
16,1,3
16,2,4
16,3,5
16,4,6
16,5,7
16,6,8
16,7,9
16,8,1
16,9,2
16,10,3
16,11,4
16,12,5
16,13,6
16,14,11
16,15,10
16,16,0
16,17,1
16,18,6
16,19,7
16,20,8
16,21,9
16,22,10
16,23,11
16,24,1
16,25,2
16,26,11
16,27,18
16,28,17
16,29,14
16,30,11
16,31,12
16,32,2
16,33,9
16,34,12
16,35,19
16,36,16
16,37,15
16,38,32
16,39,13
16,40,3
16,41,10
16,42,13
16,43,18
16,44,19
16,45,32
16,46,33
16,47,14
16,48,4
16,49,9
16,50,8
16,51,9
16,52,28
16,53,35
16,54,34
16,55,15
16,56,5
16,57,6
16,58,7
16,59,8
16,60,19
16,61,18
16,62,17
16,63,16
17,0,9
17,1,10
17,2,9
17,3,8
17,4,7
17,5,6
17,6,19
17,7,18
17,8,8
17,9,1
17,10,2
17,11,3
17,12,4
17,13,5
17,14,8
17,15,17
17,16,1
17,17,0
17,18,1
17,19,4
17,20,5
17,21,6
17,22,9
17,23,16
17,24,2
17,25,1
17,26,2
17,27,5
17,28,6
17,29,11
17,30,10
17,31,15
17,32,3
17,33,2
17,34,3
17,35,4
17,36,7
17,37,8
17,38,9
17,39,10
17,40,4
17,41,3
17,42,4
17,43,9
17,44,10
17,45,17
17,46,18
17,47,11
17,48,5
17,49,6
17,50,5
17,51,6
17,52,11
17,53,16
17,54,15
17,55,12
17,56,6
17,57,7
17,58,8
17,59,7
17,60,8
17,61,9
17,62,10
17,63,11
18,0,30
18,1,29
18,2,28
18,3,3
18,4,4
18,5,5
18,6,6
18,7,7
18,8,29
18,9,2
18,10,1
18,11,2
18,12,21
18,13,22
18,14,23
18,15,8
18,16,28
18,17,1
18,18,0
18,19,1
18,20,2
18,21,3
18,22,4
18,23,9
18,24,3
18,25,2
18,26,1
18,27,2
18,28,7
18,29,22
18,30,5
18,31,6
18,32,4
18,33,21
18,34,2
18,35,7
18,36,10
18,37,11
18,38,12
18,39,7
18,40,5
18,41,22
18,42,3
18,43,22
18,44,11
18,45,20
18,46,19
18,47,8
18,48,6
18,49,23
18,50,4
18,51,5
18,52,12
18,53,19
18,54,18
18,55,9
18,56,7
18,57,8
18,58,9
18,59,6
18,60,7
18,61,8
18,62,9
18,63,10
19,0,5
19,1,4
19,2,3
19,3,2
19,4,21
19,5,22
19,6,23
19,7,24
19,8,6
19,9,3
19,10,2
19,11,1
19,12,20
19,13,3
19,14,4
19,15,25
19,16,27
19,17,2
19,18,1
19,19,0
19,20,1
19,21,2
19,22,3
19,23,24
19,24,4
19,25,3
19,26,2
19,27,1
19,28,2
19,29,7
19,30,4
19,31,5
19,32,5
19,33,14
19,34,7
19,35,4
19,36,3
19,37,8
19,38,13
19,39,6
19,40,6
19,41,13
19,42,12
19,43,5
19,44,6
19,45,15
19,46,14
19,47,7
19,48,7
19,49,12
19,50,13
19,51,6
19,52,7
19,53,20
19,54,13
19,55,8
19,56,8
19,57,9
19,58,8
19,59,7
19,60,8
19,61,9
19,62,10
19,63,9
20,0,24
20,1,23
20,2,22
20,3,21
20,4,2
20,5,3
20,6,4
20,7,5
20,8,25
20,9,4
20,10,3
20,11,20
20,12,1
20,13,2
20,14,3
20,15,6
20,16,24
20,17,3
20,18,2
20,19,1
20,20,0
20,21,1
20,22,2
20,23,27
20,24,5
20,25,4
20,26,7
20,27,2
20,28,1
20,29,2
20,30,3
20,31,4
20,32,6
20,33,13
20,34,8
20,35,3
20,36,4
20,37,7
20,38,14
20,39,5
20,40,7
20,41,14
20,42,15
20,43,6
20,44,5
20,45,12
20,46,13
20,47,6
20,48,8
20,49,13
20,50,20
20,51,7
20,52,6
20,53,13
20,54,12
20,55,7
20,56,9
20,57,10
20,58,9
20,59,8
20,60,7
20,61,8
20,62,9
20,63,8
21,0,7
21,1,6
21,2,5
21,3,4
21,4,3
21,5,28
21,6,29
21,7,30
21,8,8
21,9,23
21,10,22
21,11,21
21,12,2
21,13,1
21,14,2
21,15,29
21,16,9
21,17,4
21,18,3
21,19,2
21,20,1
21,21,0
21,22,1
21,23,28
21,24,6
21,25,5
21,26,22
21,27,7
21,28,2
21,29,1
21,30,2
21,31,3
21,32,7
21,33,12
21,34,11
21,35,10
21,36,7
21,37,2
21,38,21
21,39,4
21,40,8
21,41,19
21,42,20
21,43,11
21,44,22
21,45,3
21,46,22
21,47,5
21,48,9
21,49,18
21,50,19
21,51,12
21,52,5
21,53,4
21,54,23
21,55,6
21,56,10
21,57,9
21,58,8
21,59,7
21,60,6
21,61,9
21,62,8
21,63,7
22,0,18
22,1,19
22,2,6
22,3,7
22,4,8
22,5,9
22,6,10
22,7,9
22,8,17
22,9,8
22,10,5
22,11,4
22,12,3
22,13,2
22,14,1
22,15,8
22,16,16
22,17,9
22,18,6
22,19,5
22,20,4
22,21,1
22,22,0
22,23,1
22,24,15
22,25,10
22,26,11
22,27,6
22,28,5
22,29,2
22,30,1
22,31,2
22,32,10
22,33,9
22,34,8
22,35,7
22,36,4
22,37,3
22,38,2
22,39,3
22,40,11
22,41,18
22,42,17
22,43,10
22,44,9
22,45,4
22,46,3
22,47,4
22,48,12
22,49,15
22,50,16
22,51,11
22,52,6
22,53,5
22,54,6
22,55,5
22,56,11
22,57,10
22,58,9
22,59,8
22,60,7
22,61,8
22,62,7
22,63,6
23,0,9
23,1,8
23,2,7
23,3,6
23,4,5
23,5,4
23,6,3
23,7,2
23,8,10
23,9,11
23,10,6
23,11,5
23,12,4
23,13,3
23,14,2
23,15,1
23,16,11
23,17,10
23,18,9
23,19,8
23,20,7
23,21,6
23,22,1
23,23,0
23,24,12
23,25,11
23,26,14
23,27,17
23,28,18
23,29,11
23,30,2
23,31,1
23,32,13
23,33,32
23,34,15
23,35,16
23,36,19
23,37,12
23,38,9
23,39,2
23,40,14
23,41,33
23,42,32
23,43,19
23,44,18
23,45,13
23,46,10
23,47,3
23,48,15
23,49,34
23,50,35
23,51,28
23,52,9
23,53,8
23,54,9
23,55,4
23,56,16
23,57,17
23,58,18
23,59,19
23,60,8
23,61,7
23,62,6
23,63,5
24,0,3
24,1,4
24,2,5
24,3,6
24,4,7
24,5,8
24,6,9
24,7,10
24,8,2
24,9,3
24,10,4
24,11,5
24,12,18
24,13,9
24,14,10
24,15,11
24,16,1
24,17,2
24,18,7
24,19,6
24,20,7
24,21,8
24,22,11
24,23,12
24,24,0
24,25,1
24,26,12
24,27,17
24,28,16
24,29,13
24,30,12
24,31,13
24,32,1
24,33,10
24,34,13
24,35,18
24,36,15
24,37,14
24,38,15
24,39,14
24,40,2
24,41,9
24,42,14
24,43,19
24,44,20
24,45,31
24,46,16
24,47,13
24,48,3
24,49,8
24,50,7
24,51,8
24,52,19
24,53,18
24,54,17
24,55,12
24,56,4
24,57,5
24,58,6
24,59,7
24,60,8
24,61,9
24,62,10
24,63,11
25,0,4
25,1,5
25,2,10
25,3,29
25,4,16
25,5,17
25,6,18
25,7,19
25,8,3
25,9,2
25,10,3
25,11,4
25,12,15
25,13,8
25,14,9
25,15,20
25,16,2
25,17,1
25,18,8
25,19,5
25,20,6
25,21,7
25,22,10
25,23,35
25,24,1
25,25,0
25,26,1
25,27,4
25,28,5
25,29,12
25,30,11
25,31,14
25,32,2
25,33,1
25,34,2
25,35,3
25,36,6
25,37,7
25,38,8
25,39,9
25,40,3
25,41,2
25,42,3
25,43,8
25,44,9
25,45,16
25,46,17
25,47,10
25,48,4
25,49,5
25,50,6
25,51,7
25,52,20
25,53,15
25,54,14
25,55,11
25,56,5
25,57,6
25,58,7
25,59,8
25,60,9
25,61,10
25,62,11
25,63,12
26,0,5
26,1,6
26,2,27
26,3,4
26,4,5
26,5,6
26,6,7
26,7,8
26,8,4
26,9,3
26,10,2
26,11,3
26,12,14
26,13,13
26,14,12
26,15,9
26,16,3
26,17,2
26,18,1
26,19,2
26,20,7
26,21,12
26,22,13
26,23,8
26,24,2
26,25,1
26,26,0
26,27,1
26,28,4
26,29,5
26,30,6
26,31,7
26,32,21
26,33,20
26,34,1
26,35,2
26,36,3
26,37,6
26,38,7
26,39,8
26,40,22
26,41,3
26,42,2
26,43,7
26,44,8
26,45,15
26,46,20
26,47,9
26,48,23
26,49,4
26,50,3
26,51,4
26,52,13
26,53,14
26,54,13
26,55,10
26,56,24
26,57,25
26,58,24
26,59,5
26,60,6
26,61,7
26,62,8
26,63,9
27,0,6
27,1,5
27,2,4
27,3,3
27,4,4
27,5,5
27,6,6
27,7,7
27,8,5
27,9,8
27,10,9
27,11,2
27,12,3
27,13,12
27,14,9
27,15,8
27,16,4
27,17,9
27,18,2
27,19,1
27,20,2
27,21,11
27,22,10
27,23,7
27,24,3
27,25,2
27,26,1
27,27,0
27,28,1
27,29,4
27,30,5
27,31,6
27,32,4
27,33,3
27,34,2
27,35,1
27,36,2
27,37,3
27,38,4
27,39,5
27,40,5
27,41,12
27,42,11
27,43,4
27,44,3
27,45,12
27,46,11
27,47,6
27,48,6
27,49,9
27,50,10
27,51,5
27,52,4
27,53,11
27,54,10
27,55,7
27,56,7
27,57,8
27,58,7
27,59,6
27,60,5
27,61,6
27,62,7
27,63,8
28,0,7
28,1,6
28,2,5
28,3,4
28,4,3
28,5,4
28,6,5
28,7,6
28,8,8
28,9,9
28,10,12
28,11,3
28,12,2
28,13,9
28,14,8
28,15,5
28,16,7
28,17,10
28,18,11
28,19,2
28,20,1
28,21,2
28,22,9
28,23,4
28,24,6
28,25,5
28,26,4
28,27,1
28,28,0
28,29,1
28,30,2
28,31,3
28,32,5
28,33,4
28,34,3
28,35,2
28,36,1
28,37,2
28,38,3
28,39,4
28,40,6
28,41,11
28,42,12
28,43,3
28,44,4
28,45,11
28,46,12
28,47,5
28,48,7
28,49,10
28,50,11
28,51,4
28,52,5
28,53,10
28,54,9
28,55,6
28,56,8
28,57,7
28,58,6
28,59,5
28,60,6
28,61,7
28,62,8
28,63,7
29,0,8
29,1,7
29,2,6
29,3,5
29,4,4
29,5,27
29,6,6
29,7,5
29,8,9
29,9,12
29,10,13
29,11,14
29,12,3
29,13,2
29,14,3
29,15,4
29,16,8
29,17,13
29,18,12
29,19,7
29,20,2
29,21,1
29,22,2
29,23,3
29,24,7
29,25,6
29,26,5
29,27,4
29,28,1
29,29,0
29,30,1
29,31,2
29,32,8
29,33,7
29,34,6
29,35,3
29,36,2
29,37,1
29,38,20
29,39,21
29,40,9
29,41,20
29,42,15
29,43,8
29,44,7
29,45,2
29,46,3
29,47,22
29,48,10
29,49,13
29,50,14
29,51,13
29,52,4
29,53,3
29,54,4
29,55,23
29,56,9
29,57,8
29,58,7
29,59,6
29,60,5
29,61,24
29,62,25
29,63,24
30,0,19
30,1,18
30,2,17
30,3,16
30,4,29
30,5,10
30,6,5
30,7,4
30,8,20
30,9,9
30,10,8
30,11,15
30,12,4
30,13,3
30,14,2
30,15,3
30,16,35
30,17,10
30,18,7
30,19,6
30,20,5
30,21,8
30,22,1
30,23,2
30,24,14
30,25,11
30,26,12
30,27,5
30,28,4
30,29,1
30,30,0
30,31,1
30,32,9
30,33,8
30,34,7
30,35,6
30,36,3
30,37,2
30,38,1
30,39,2
30,40,10
30,41,17
30,42,16
30,43,9
30,44,8
30,45,3
30,46,2
30,47,3
30,48,11
30,49,14
30,50,15
30,51,20
30,52,7
30,53,6
30,54,5
30,55,4
30,56,12
30,57,11
30,58,10
30,59,9
30,60,8
30,61,7
30,62,6
30,63,5
31,0,10
31,1,9
31,2,8
31,3,7
31,4,6
31,5,5
31,6,4
31,7,3
31,8,11
31,9,10
31,10,9
31,11,18
31,12,5
31,13,4
31,14,3
31,15,2
31,16,12
31,17,11
31,18,8
31,19,7
31,20,6
31,21,7
31,22,2
31,23,1
31,24,13
31,25,12
31,26,13
31,27,16
31,28,17
31,29,12
31,30,1
31,31,0
31,32,14
31,33,15
31,34,14
31,35,15
31,36,18
31,37,13
31,38,10
31,39,1
31,40,13
31,41,16
31,42,31
31,43,20
31,44,19
31,45,14
31,46,9
31,47,2
31,48,12
31,49,17
31,50,18
31,51,19
31,52,8
31,53,7
31,54,8
31,55,3
31,56,11
31,57,10
31,58,9
31,59,8
31,60,7
31,61,6
31,62,5
31,63,4
32,0,4
32,1,5
32,2,6
32,3,7
32,4,8
32,5,9
32,6,10
32,7,11
32,8,3
32,9,8
32,10,7
32,11,8
32,12,19
32,13,18
32,14,17
32,15,12
32,16,2
32,17,9
32,18,14
32,19,19
32,20,20
32,21,31
32,22,16
32,23,13
32,24,1
32,25,10
32,26,13
32,27,18
32,28,15
32,29,14
32,30,15
32,31,14
32,32,0
32,33,1
32,34,12
32,35,17
32,36,16
32,37,13
32,38,12
32,39,13
32,40,1
32,41,2
32,42,7
32,43,6
32,44,7
32,45,8
32,46,11
32,47,12
32,48,2
32,49,3
32,50,4
32,51,5
32,52,18
32,53,9
32,54,10
32,55,11
32,56,3
32,57,4
32,58,5
32,59,6
32,60,7
32,61,8
32,62,9
32,63,10
33,0,5
33,1,6
33,2,7
33,3,8
33,4,9
33,5,10
33,6,11
33,7,12
33,8,4
33,9,5
33,10,6
33,11,7
33,12,20
33,13,15
33,14,14
33,15,11
33,16,3
33,17,2
33,18,3
33,19,8
33,20,9
33,21,16
33,22,17
33,23,10
33,24,2
33,25,1
33,26,2
33,27,3
33,28,6
33,29,7
33,30,8
33,31,9
33,32,1
33,33,0
33,34,1
33,35,4
33,36,5
33,37,12
33,38,11
33,39,14
33,40,2
33,41,1
33,42,8
33,43,5
33,44,6
33,45,7
33,46,10
33,47,35
33,48,3
33,49,2
33,50,3
33,51,4
33,52,15
33,53,8
33,54,9
33,55,20
33,56,4
33,57,5
33,58,10
33,59,29
33,60,16
33,61,17
33,62,18
33,63,19
34,0,24
34,1,25
34,2,24
34,3,5
34,4,6
34,5,7
34,6,8
34,7,9
34,8,23
34,9,4
34,10,3
34,11,4
34,12,13
34,13,14
34,14,13
34,15,10
34,16,22
34,17,3
34,18,2
34,19,7
34,20,8
34,21,15
34,22,20
34,23,9
34,24,21
34,25,20
34,26,1
34,27,2
34,28,3
34,29,6
34,30,7
34,31,8
34,32,2
34,33,1
34,34,0
34,35,1
34,36,4
34,37,5
34,38,6
34,39,7
34,40,3
34,41,2
34,42,1
34,43,2
34,44,7
34,45,12
34,46,13
34,47,8
34,48,4
34,49,3
34,50,2
34,51,3
34,52,14
34,53,13
34,54,12
34,55,9
34,56,5
34,57,6
34,58,27
34,59,4
34,60,5
34,61,6
34,62,7
34,63,8
35,0,7
35,1,8
35,2,7
35,3,6
35,4,5
35,5,6
35,6,7
35,7,8
35,8,6
35,9,9
35,10,10
35,11,5
35,12,4
35,13,11
35,14,10
35,15,7
35,16,5
35,17,12
35,18,11
35,19,4
35,20,3
35,21,12
35,22,11
35,23,6
35,24,4
35,25,3
35,26,2
35,27,1
35,28,2
35,29,3
35,30,4
35,31,5
35,32,3
35,33,2
35,34,1
35,35,0
35,36,1
35,37,4
35,38,5
35,39,6
35,40,4
35,41,9
35,42,2
35,43,1
35,44,2
35,45,11
35,46,10
35,47,7
35,48,5
35,49,8
35,50,9
35,51,2
35,52,3
35,53,12
35,54,9
35,55,8
35,56,6
35,57,5
35,58,4
35,59,3
35,60,4
35,61,5
35,62,6
35,63,7
36,0,8
36,1,7
36,2,6
36,3,5
36,4,6
36,5,7
36,6,8
36,7,7
36,8,7
36,9,10
36,10,11
36,11,4
36,12,5
36,13,10
36,14,9
36,15,6
36,16,6
36,17,11
36,18,12
36,19,3
36,20,4
36,21,11
36,22,12
36,23,5
36,24,5
36,25,4
36,26,3
